user_id,track_id,listen_count,rating
USR_0002,2AKWKzRCuyuMJzMzsJKr8G,7,4
USR_0002,49bUJjrC16NgnrgGS75Yan,8,3
USR_0002,2G3EneXsJl1GlpfiPFav8C,8,3
USR_0002,465mhRDuwxjrJ61UrvRvrZ,14,3
USR_0002,79heUO8Y7gVRQ5oMtNLdTJ,37,5
USR_0002,6Q5WqMoMzJ6xrqjwdADiJ6,25,5
USR_0002,7MGNHuYwmm9UjQgdVciO1v,5,4
USR_0002,61LLFpdZSENbZZIUQhXPcr,1,2
USR_0002,3nINe8dxbsS8y0X9TWP0vc,11,5
USR_0002,1X4l4i472kW5ofFP8Xo0x0,12,4
USR_0002,5FETewVsIOqOe5nELZqXMk,36,5
USR_0002,1kBKndNFG5Um2DK87FYk1m,3,3
USR_0002,2QIsSxJ83EsYEv3ML7xvNF,4,3
USR_0002,7D4BrKwZdMNTlMy9Pdrht4,18,5
USR_0002,40AGTob7V8pCDvvXERrCu3,25,5
USR_0002,0QB98b4YFxtW4NQ9narHQM,4,3
USR_0002,6cOcXgBMdjwshX0q542Ce3,17,5
USR_0002,3PqLcOCKMKvhVDEcwFUcVd,22,5
USR_0002,2VwfXCnHVAl1EgtEnM3leG,1,4
USR_0002,14mHfNsSHN0FbLftyjrV9g,17,5
USR_0002,6CDaYzCjahDKqFAIslpveh,15,4
USR_0002,7K1YT9lkLLl8WmxQxeX6et,30,5
USR_0002,0ObPdjFZ3cBr61rUusvkto,12,3
USR_0002,1wco5cASzUIC5e7cqC60K9,15,4
USR_0002,682Gsqk6oTCm6W2qAg1iFR,1,3
USR_0002,1agnIhVMiRSQ91bmr2KGVX,13,4
USR_0002,6hdJrSBPWeW6zzDtNMS66Q,6,3
USR_0002,5toogU8kWsMfJ6xbYpO4vQ,1,2
USR_0002,12Lemsk6c6ohm9afZxYUBz,8,3
USR_0002,5IXk9TVBuxG87sFrwclBJw,2,2
USR_0002,1eTL8yocTmire9gpOn2H2g,5,5
USR_0002,0aP5ZTP3o3IvqNvGZ8OUUq,8,4
USR_0002,6KylmDpjgD9Y64u7z9k3us,6,4
USR_0002,2oZSBEtzUtq70iQwpNjrnk,17,5
USR_0002,62YYaU3RQgE7tIa77HSYwu,2,2
USR_0002,7ujJk5US2pOSwzMmh7lShj,2,3
USR_0002,2qUZliZ9NHUYIAZqRNe6pZ,2,4
USR_0002,50KvpA0IscNtVZqjWNUk44,9,4
USR_0002,0bP1nctjkkCceBFKfcrlkY,7,3
USR_0003,2r9Vw1FiBvPQjLPidXsdfP,11,4
USR_0003,5KHhsH8FqVs5CxyDeMOFAT,22,5
USR_0003,5yFMmeRuZNt9fJwKuQhsTU,5,3
USR_0003,64h3Gdm2lb8973R7GfaZbk,1,3
USR_0003,76xV2fh7NpRYPLACTEFM5i,12,5
USR_0003,0rpKMK6WacF7xKdpqbMWCa,21,4
USR_0003,5Ddlk6C2JVxb1SReZ6O1wk,15,4
USR_0003,2BGtbPsRGclG74sDCM6mHB,14,4
USR_0003,6zxk0Bx256dNbUtcdBKFvt,12,3
USR_0003,3ByC6fOx1m4Be8AVCoA1QV,9,4
USR_0003,2oGKDEf66VVf60ZoyYWDpx,11,3
USR_0003,5wHnG7Kuk0x4hfLkb0a1Zp,3,4
USR_0003,2pg2TiYo9Rb8KeB5JjP7jS,18,4
USR_0003,5DrNFzZZZVfXaEZCaceKnp,1,4
USR_0003,7jWuKy1nYuQWy9Mkw0e5Si,16,4
USR_0003,1YN5fuJloCP5pFFW6ZAceb,3,2
USR_0003,2t6vIo7av9Jygj24ARHfjM,12,4
USR_0003,3YuO6ZhURt5jlFvQexWhP8,2,3
USR_0004,1ez4uWPnJwYufNhYTLVsJr,12,3
USR_0004,7rOnUO5T32zRzhotpHg0DE,11,4
USR_0004,7L92MWLFM6m3Ry1vCdthmj,20,5
USR_0004,6M665tf7ZKQzUFA5yOrUE4,3,3
USR_0004,7cyqDlB2kHdOM2GUjrpvMf,13,4
USR_0004,08XBLK5BlN5ZBLukMO49jy,17,5
USR_0004,2wacARzd32BJTMdltdUSKc,13,5
USR_0004,5lmGgOaixbwKHtpTzjJoqx,9,5
USR_0004,59qnU7ACYRFKQ2O35D5Onb,7,4
USR_0004,7LOAChK8Lkj8ZdF1LuhNWP,9,4
USR_0004,11wKe8bZjcb3npZX6aAcXi,5,5
USR_0004,6x5LBP3nYXVdIDoomChGr3,5,5
USR_0004,2irCiCNN2kheis3bdovtQO,4,4
USR_0004,3BkMv30DKcUEOsRbDSAyIq,2,4
USR_0004,3Ug51eYATZ487NwOaTbpAJ,8,4
USR_0004,0MvqSYPr5Wi62JB7VWvqwz,9,4
USR_0004,3TtTQlAvQ54cTPdX9MiAr2,13,3
USR_0004,1Td8HN3bFzk4fSqWM5TUxm,1,4
USR_0004,2gkMTlmtjIVvx6lWE3IYg1,1,3
USR_0004,28FqD6P5Elq2hIJvvTx2dW,18,4
USR_0005,0ENiALbSWNJAZ9YWQbUhrv,2,3
USR_0005,72XoUZLJTOXPSLM1bBWmYt,3,3
USR_0005,6bTyduM97Iq8GcbmsatKiJ,13,5
USR_0005,5duSC0GiQTYs2fdYnS4Qx5,4,4
USR_0005,3ZuT0Evo8chdVM6rPXXqgd,15,4
USR_0005,3wnYtbySQAuBwDCRpanR7M,4,1
USR_0005,78tsvl0m7A0F9UjEwv3POL,39,5
USR_0005,0Rp0bpWLnQMHXJ6m5y3tps,3,3
USR_0005,38fH3PAugJABCqtKneget9,29,5
USR_0005,4V6ZLk1IHdG00qu3B4m8Y9,4,3
USR_0005,1O2AIet2IjgK6A4vrJQPAK,5,4
USR_0005,3KdPnZiYzQJJ5itDr8BjMM,5,4
USR_0005,5eBgkIJ0UsMxsnXD5viRC4,16,5
USR_0005,3FueQLs0aiJ14Oa9R5NVyJ,3,3
USR_0005,4GiOUgJ8n7jeK8Ky5jYSh0,2,2
USR_0005,477fGIkFSiYKtpIRaNiTY3,25,5
USR_0005,5mhl1LKUCh4mOdPwh0WwMM,1,3
USR_0005,7pS3O75hJnthHr64tlpqPn,3,2
USR_0005,0vQfzyjQFHQ208JCNjcE5H,6,4
USR_0005,43sdRsmJFcSnlTWTVRhYtz,14,4
USR_0005,6xK19qft2olrWdO8pOGpCm,8,5
USR_0005,71D54BLSv3OZXQCcCE8iir,4,2
USR_0005,6dWGSm15Vj6m7qLKEO85ZN,14,5
USR_0005,3V8vWoCbKbfjNrPaQ4YtSg,5,5
USR_0005,0Lc3coQTcMMJiiEFi7BG2z,2,3
USR_0005,1lHYojqhTKR5w4QiElRCUO,4,2
USR_0005,5T9PcJQ7S24pnvtrIVSSmq,12,5
USR_0005,583PMj9xtVYbuiCTlG6lam,11,5
USR_0005,6IQdurAwr84AhnVWnrxrDP,6,4
USR_0005,6SbWkpn12CJNQgZEQekEcH,13,4
USR_0006,6L4okhXpRc3yFh5lhGWI9X,15,4
USR_0006,7JCmSCrBUS9sebn2FjxWKB,6,3
USR_0006,19VTqucnxJuH6kilNdweTh,8,5
USR_0006,1Tt5Leqvv6OawH2jth05Rw,1,4
USR_0006,6za48riBTylMJHsf4AJPxK,4,2
USR_0006,272JOgS6zKLtqzdPEcrnA6,36,5
USR_0006,58RDwkonFMOkoytBtIQetc,9,5
USR_0006,4juSCLATD6AUzP02gCxZo0,10,3
USR_0006,1FGXVdJ5SKjf8iGuzv6e0m,8,5
USR_0006,7aftSOGSOpSoIlVAQVBb71,5,5
USR_0006,41pOIT2t1rvr2Trg1HQChZ,6,4
USR_0006,1QDJpsUJcYvws3F8dJENjq,13,4
USR_0006,1cU34sZG9kF4FYHCoAD0Ib,9,3
USR_0006,3inZ7N0b3V4lv2U3bXUwc4,6,4
USR_0006,3ZlrxIhbflEzKHcmHDwL6S,3,3
USR_0006,1cM1zsjodzOVdB4kFL0puv,9,4
USR_0006,42q2a2cWeND32HEzhQXzfz,13,3
USR_0006,4MOXruB3ARc4PePI6IkGO7,31,4
USR_0006,6XcxorGjPu0i2Wvt8qE7SV,7,4
USR_0006,0SqVWr2SO9QjeFQvlk6KqX,9,4
USR_0006,27ISiRf84JxLnwoRlMkBBr,6,3
USR_0006,22RR5raQ9x7K0e6geLdELP,9,5
USR_0006,7Kod41bdquBmoYgl0voVul,4,2
USR_0006,2kX4ykCwUeAVYv6fahnDfG,24,5
USR_0006,5hzc6KEUEGqqHNe4LtR1OH,19,5
USR_0006,698biOo9tijeTrOZ7WlLLC,2,4
USR_0006,2AizELSHPB2tN1AE58JAaN,51,4
USR_0006,60Ih7J2Q1o9shvMC2OAALu,4,4
USR_0006,7zpm7lTY2EZn7AfFm3mGg2,17,5
USR_0006,3KDk6mLLHSd1YiaLtnAQdt,6,4
USR_0006,6C7RJEIUDqKkJRZVWdkfkH,6,5
USR_0006,1RvL7eHoeUolnQbWm2Hnba,9,4
USR_0006,2yJ9GVCLMmzBBfQAnfzlwr,8,5
USR_0006,2HpkD9J7t7xBaduVflpmqn,12,5
USR_0006,6GifecgpowoFIJCJCBtR8l,7,4
USR_0006,1OJExKEuSvIdtw9NIaszOc,14,5
USR_0006,39NhYHAspZKmHAZrmbqwqK,3,3
USR_0006,0ggII5qNKqM3LRGRwayIVR,10,5
USR_0006,0r8zj0QGuwWE4w9Zbo338y,20,5
USR_0007,0v3ZY9Lv1JCV5POUJ8ayHJ,3,1
USR_0007,3QT2wuHamaPobdBMgBPQvC,2,3
USR_0007,6aKrbm21hq4Lvet7hQ5g3b,2,3
USR_0007,0QjG4U88aIVK1e6DFMIVLn,2,3
USR_0007,6HRqeGDZRVsPpTWknoDakk,22,5
USR_0007,0acArout4v7WSJKOZoY8TN,7,4
USR_0007,49ZJrWBWztcA7Q1qzD00g0,24,4
USR_0007,7lMFAK8dv0QkWpIlZcWQlJ,9,3
USR_0007,5AxBtF5bpBeCem2Bq0Fwll,57,5
USR_0007,7vGAEyrVqWNmCFVhadutHZ,8,4
USR_0007,62IJwwGlHV0xomvojq4dEW,2,4
USR_0007,6aCI6FCIfra0hxDP7Qscdi,12,5
USR_0007,7FOJvA3PxiIU0DN3JjQ7jT,6,4
USR_0007,1A50Oxw5XudFr23G3kLA4v,4,4
USR_0007,1nnEDoSsNqbUMolxXmxopa,4,4
USR_0007,1JP9UmexB1NZeISCpuMASi,3,3
USR_0007,5h2nC1QYVpK0AJra70Ja3p,1,2
USR_0007,0cntShbC3GmWXygfH98brk,30,5
USR_0007,4Arjo1XR9qXsLstvU9fFV3,6,3
USR_0007,6GzhHM0LDgm8e8Su6jHTkV,14,5
USR_0007,7CQVfcSgyIk5mDyd2UTl1l,3,2
USR_0007,4gRfV6SEd0cTqeR9ksrbIs,1,2
USR_0007,5DEy8wVNCdJdAGNsOWxmVQ,5,5
USR_0007,5jgEJXjECdlhzNgfITSTVm,17,5
USR_0008,7JwdYzBcGitdUjRCeQAYPW,7,3
USR_0008,4yZf3ui3Jc8dx8MMVZtHWE,6,3
USR_0008,1kjAOeqITHB6GoBQxOMt60,33,4
USR_0008,3iBKlBlmRglMkAmI6wUBpD,4,1
USR_0008,1EZdCiJ1xuMfCdC9SpwkjE,8,4
USR_0008,4zvqMZ6g4wKZaPpOQvoBpP,1,3
USR_0008,09EwNbGvUyu7BDEYG0cJro,16,4
USR_0008,3Ime7bLYqZ7pCWtTKp38Cv,37,5
USR_0008,4ilzPm2qnev5hFdUz6dDyY,11,4
USR_0008,7uuEfUMuPeQ7RlSWa0cES2,23,4
USR_0008,2aFaohjL80TFYORXqlXzjb,23,5
USR_0008,3njpLvANriMsdv3dgADEad,15,5
USR_0008,63w0QA1wiV7QhF9jeiHETF,20,5
USR_0008,6OAUotZoQkIJoVlJzOZzek,4,2
USR_0008,0w4m3Xp4svlIoyL94Zjlyd,3,3
USR_0008,1ntjI7YpXzUMVJodJXuQ4Y,20,5
USR_0008,3GazfdGkQ6sSrCyJZsD5Yz,9,4
USR_0008,4JY48wjD9muWAdiABtyiiS,12,4
USR_0008,0EB6LdcMyj0SHhCAR45CRi,7,5
USR_0008,0EZMXJMWf0tLKRWwCiA6Sx,2,4
USR_0008,76VtA90NKurNqaQpV126Ue,3,4
USR_0008,4BoFHAOqaWlqeGV2UWOhCj,49,5
USR_0008,0D6VCA9ycrkk9kH9F0p0AB,22,5
USR_0008,4QciBIgZkpoloQmNhINarM,10,3
USR_0008,5Z2TvUNflVYGsoFGkvAKzE,10,5
USR_0008,0CPjH4UxKDFqzMtSFxjrgt,3,4
USR_0008,4urLwY2ig5F7ubyacRK67x,15,5
USR_0008,7hs5X0XR9Dz1c6DGBSdNVG,2,1
USR_0008,6AkD2whSwmY6T7aNCegSmh,7,5
USR_0008,2LOkdHHNKdEx24cQELBaD8,3,3
USR_0008,2FWmn8Ew1OH3rceumnevfH,5,5
USR_0008,1j6kDJttn6wbVyMaM42Nxm,4,3
USR_0008,7KVrjr5NURbtUgG67oljze,25,5
USR_0008,4fnMcxme0xLpT5jFhKz7vz,4,3
USR_0008,2PObogPjZpE4NxkzanlKtP,6,4
USR_0008,3hSJYZwgALRcezzGvrO7BQ,19,4
USR_0008,2K57CFvJgYEyKcfHWaoov3,3,2
USR_0008,41QMmIy9qF9bZyFEyM3eHp,13,3
USR_0008,59FhRUTbBuT05t8w1dvWLI,2,4
USR_0008,5bMVfWsx1R68PwGMwaaQDv,2,3
USR_0008,40ZX2QTD9W1XXkJ5uO8XkV,31,5
USR_0008,44wRvFEiNuKlWp4DmBJSyZ,5,4
USR_0008,0VXp4zDspR993l2hIKW17g,5,4
USR_0008,3Uvee5lcDOpKinBaGpiLuE,4,4
USR_0008,5q95iDVkEomfiGHddFTzNK,13,4
USR_0008,5zSOVwaY3sVjnmLhuEfsuf,9,4
USR_0008,3ir8K4Cba553mOjsl8ZCJ0,15,5
USR_0008,0NADgY36org1lAXBgOeZvJ,2,3
USR_0008,7uH27oIt4a6cIFCA8ZPcyG,14,5
USR_0009,2FHdoPa5aWaAmjuf362KJ0,9,5
USR_0009,3x70AjexU4TyUEK60mfNRY,5,5
USR_0009,4i7eBKEl8o52aJYUaElctz,39,5
USR_0009,38CECqycscktTYRq4yKMXc,1,4
USR_0009,0r3FMewMvqQcuRN7yMzbnj,4,4
USR_0009,5C72mgTMxPYeAYB43o8WdQ,5,4
USR_0009,2YdrFOfNZeKdQOUYw9duoA,22,4
USR_0009,1WktjCdKvumcuyilDG2WlN,1,4
USR_0009,5E7gz5CbmUBNerBQg19ULz,10,3
USR_0009,4CVP2pvqUxH9tExsHJnzV9,8,3
USR_0009,1AT4xjNarTswd0UZ5FlmKF,8,5
USR_0009,75tXyjhbgpo3HEy6Cjsviy,1,3
USR_0009,6ePBpTKlHq5LGJRTloM6FC,15,4
USR_0009,6IUxxEeE9fGdZa5HYDFYLn,13,5
USR_0009,7HRv1sYuwgoea1m0JRvChV,2,4
USR_0009,1cPQR5opkdOCiTu0tgwYL7,3,3
USR_0009,2h3VovOKaebUKvhhdE0I5U,3,3
USR_0009,4tHGjgDOBAdDzheBeN4iGU,15,5
USR_0009,4c6g1PfTXtzM8R94eCkSYg,2,4
USR_0009,6xwkCL4h1pYXqlUu68RAI6,40,5
USR_0009,3EGgl0t1kSrz8KhYofvdXT,39,5
USR_0009,0vWVOgKF7WtBaANw2FOizG,5,4
USR_0009,16D9AzevsZAh4GfQEYIo7I,1,2
USR_0009,74i07fyJWNPDR5q56Wi8vU,9,5
USR_0009,74eN3ZNL7krJw1BIcjA5pc,11,4
USR_0009,7i5yS2YouC5oGCOO8oXjTQ,16,4
USR_0009,1LuYDsZAlbIrlQ074I3FFa,4,4
USR_0009,1w2WK99C9CecKFIx0Bixc3,2,3
USR_0009,2LEOxix6VaC2xLgyTJJg5w,2,2
USR_0009,1FQWjcHMI298Plgx468LT2,4,4
USR_0009,1dvhi8CeF4ZBC0Td5VEE4O,11,5
USR_0009,5pWHcv85dZ7n2ZTBwJ96ri,1,3
USR_0009,7suXfwkW9Cg9fBS3San5T5,18,5
USR_0009,0rHFA2sPo7QhDYYsZ0hg2K,8,5
USR_0009,3q4v47PWadUEcGb53Sbd3u,15,5
USR_0009,7bbYT48HWWIbL3YKmtMNzn,2,2
USR_0010,3dXNrqnhNUPdrkvnj8TjvX,29,5
USR_0010,2nlZ72XBv9MQOUKbIaBoiq,7,5
USR_0010,4UQajPk0EPvbwWTl0fYi4C,1,2
USR_0010,6fLt52ztn7Rnd1ZokTqkMK,1,2
USR_0010,0dk1SSOkUEnU2HF1LnYZDI,4,3
USR_0010,5rZvHoWQVO5DjGH3sVLAil,14,4
USR_0010,5VsHkOtg0Llpa6mTGZhp5e,10,4
USR_0010,2Xf2AJyIaLVHOVxeoqLTtB,9,4
USR_0010,0yixe2v2gvdFjjkYksdITQ,1,3
USR_0010,4RcttSz7uRL9O2NyuFKaW2,8,5
USR_0010,6aIDKjD8xOEEd6xcNnINw2,4,3
USR_0010,3OGGzDmPU14szwANX5tbbn,29,4
USR_0010,5AnVuHLmgipXkFmBvj2Q6H,2,4
USR_0010,3XQbLWXdJOMzTJ3gFbL76y,9,4
USR_0010,7cbC73hxkbYslBChOlIe4c,28,5
USR_0010,1tddy4Texcvlgw9a0aPJPd,9,3
USR_0010,1eD7qjzXxN84T9xhfqpjNn,6,4
USR_0010,0NnF2XYNW062tPbrr6v40X,10,4
USR_0010,1UN5p1pKT7g54feCnNMnME,9,5
USR_0010,7yqKXk9XNLMmPahxpK8pAo,6,5
USR_0010,5Rj6Dg1fqFSmw2zhJFp3gh,11,5
USR_0010,1iXJKuzDH0E6PnTk2lQXAq,10,5
USR_0010,6EMGEMH3vsTs5hN0CJ1d8V,9,4
USR_0010,2fed1yXI1clOEddfGyKyH2,14,3
USR_0010,5st4K528xIAUgcAOPD0eO9,4,4
USR_0010,7b8mI7YNGUfckTtyzoe1Zm,2,4
USR_0010,5IwQTFd4msZhVWxBEIX4mn,1,4
USR_0010,4PuwzSguqfx9nV4Z6SK3qS,20,5
USR_0010,1MzaBCyq0TX0ScxSmG6Cd1,16,5
USR_0010,4u3aErjHkwVqqdyfNDMyJ1,6,4
USR_0010,14Q6eg1ZGOw1NcDVLUUl2f,3,4
USR_0010,1f94GhohgeVq9SNwyFI691,6,3
USR_0010,4b2tcjrG1qUkSdsqEFP2dB,6,5
USR_0010,1ZuQVisBNDRm51QIN9MajR,6,4
USR_0010,5ox9fir8fzBly2qDzyS8eg,3,3
USR_0010,6ft8Ua2fHCpns3b3UoX691,11,4
USR_0010,3ykujidUtB16GxCQgPU1sz,3,4
USR_0010,3S4wKj113KHgqtZt52Dcd1,1,3
USR_0011,0mMgZAGo58PeYvlgYUwvz2,6,5
USR_0011,5kcwMqKq6q10H32HmQxF1M,4,4
USR_0011,2AvWWKzaovv8yUNDjBW0VC,14,5
USR_0011,2feW3HQR89ptD3iKEhk1SN,1,4
USR_0011,3ooAjhyOZ1xttGD0iq1GVO,3,3
USR_0011,5IWhF8xJ1CAr1RiJgk323o,3,3
USR_0011,7dDq3MWjdEyTh0d0L3C4FX,20,4
USR_0011,3p0rvHL2zfHAlXAgnHC4GI,9,5
USR_0011,33LSgUa20mKNgeut1XwP2E,19,5
USR_0011,3LMk3Eb7GTDi8YVsGq0YtN,5,4
USR_0011,5OQGeJ1ceykovrykZsGhqL,13,4
USR_0011,0aRiMAA8tDopLimDxIKTaB,3,3
USR_0011,5EY7WQEQgsMU9Fm9zD6uR3,4,4
USR_0011,3leTyhTguxLryLUoRaxQ19,5,5
USR_0011,5O2nAOu3pzs7obnsi4mB06,12,4
USR_0011,6qiyBVkWoHT1sFoGUQg7KO,2,4
USR_0011,2gNIhXbE588DkW7Za7ruax,19,5
USR_0011,1awrgXeSM9rCjdZaVmWeU6,2,4
USR_0011,462tT5pBVstoLcOSJsBBKw,6,5
USR_0011,7mNV6DQo3Pkvw305WQs9XV,15,5
USR_0011,7ewfvLrlI0VNht4vEnoTMh,17,4
USR_0011,6XSEz4r6cUwOZgWvE51zDT,1,3
USR_0011,6a1HCgaisv3CMMEHZoXZ9z,23,5
USR_0011,53AfG8mkV8B0MzfymQmIvj,14,4
USR_0011,2QwNEXfwCXikL6gnQuLcq2,10,4
USR_0011,49503x2WcG6w1YuJ0XiSVi,8,3
USR_0011,2iGasQ2ci0qQ0lw03hfjNw,1,4
USR_0011,176QMhj8qyg0LlSCf3em6j,9,4
USR_0011,65y85zrG8RDywxbJPoUm2a,19,5
USR_0011,3cGCvS7Pt3tH5kmm2mhGai,13,5
USR_0011,5BfGt4n9X6Oo8FtEOytfMv,2,3
USR_0011,0H38xOoLmhE0FbQ7lmQbyO,13,4
USR_0011,0c6BJFUR8XlckS6oJ4grXm,32,5
USR_0011,7dVINsv6faqqTUelZdvd5U,3,1
USR_0011,3KS09EvUKTtPgTHbBBsLCw,11,5
USR_0011,0K1fOHUHEsv1lnq2yU1VG5,9,4
USR_0011,4YeU25xVipqaVSQbbZkHri,7,5
USR_0011,5gn0AQJly1Flulr8fLxm6n,17,5
USR_0011,4jDmJ51x1o9NZB5Nxxc7gY,21,4
USR_0011,7oK9VyNzrYvRFo7nQEYkWN,2,3
USR_0012,1BYQ2ilaYWZsRtRgDGQLYI,26,5
USR_0012,5jDnI5jmAqpvKwmpXP7VSj,9,4
USR_0012,1j9rezdE3YeC7yktZXC1em,4,3
USR_0012,4TaGhbUWsmOWrQt8w3sA9x,11,3
USR_0012,6wX2chV4NhrSWBjU7Vj5Wp,9,3
USR_0012,4LoQB01RbhL1vdJPxFmqDA,18,4
USR_0012,5OITHr7K2kAAMG9CDO5GHJ,14,5
USR_0012,3rBO0a30kWk85iYAV8K5as,9,3
USR_0012,1mYXfrxXyR40BP2pk1LtD2,14,4
USR_0012,2Wew8zqBUtIXwZnxpIHdSf,22,4
USR_0012,5GAlGPZF7BA36HiAZtaPn7,7,4
USR_0012,00xROqagTXvH2PZKrGoYEB,5,3
USR_0012,1jyj2mL9cplsZwXrtJCEFm,12,4
USR_0012,3ET8TZWF5sP4SPfJK1lKun,2,4
USR_0012,4HomPKDsqVz9xAtW2zyMO2,9,5
USR_0012,1kiylxwnw8R8rJoCDtubWM,1,2
USR_0012,34mowgpYk8cnLLiIvEzWBm,25,5
USR_0012,0VqeUiCysWfftEGBtBBgDM,11,4
USR_0012,14K25Ks5fdHjHfpIYOTc4y,3,2
USR_0012,44YAJYlDg4EECrecze8BU2,8,4
USR_0012,6W7KHILOnjLLElc31Ytt1m,9,4
USR_0012,4izowlxQFW0BUzukGGerm4,28,4
USR_0012,0NJC0FDCODpPUntRTTQq97,22,5
USR_0012,3hqErWVzHaW2lGbcGT8ewt,10,4
USR_0012,6IIcvtmuGpWIasqOpyGlyY,5,4
USR_0012,3yobZXbEQQJq7wBazWGDVg,26,5
USR_0012,0HwrqSEymkLmZPl0xgGGK0,3,2
USR_0012,66t9xxALkxj4SPkOojngtd,3,3
USR_0012,6i5EAzNoo63bTGciNdTSe3,7,4
USR_0012,1Hy6JL6sMHLhzEM5UgnYen,2,1
USR_0012,6zfbrOHgVc2xPlXUlHmr4G,11,4
USR_0012,1blBYV84z5FsaLVPjBHNzc,16,4
USR_0012,1ISFpuu6TtyDwVMb67sFLV,8,4
USR_0012,59s5vTB8LNV4tyZPp9HM3f,11,4
USR_0012,4XbaC3Vwff2yeihTWJfsYu,6,4
USR_0012,0dSRoWYf0GOzX9L44g53sZ,2,1
USR_0012,6eONB9gLo21cqcKG1FXyCu,5,4
USR_0012,1Y1mZWh75YeCRwWT6lKgTD,4,3
USR_0012,0UJv2wj1aD49hWx7Yj4c0i,21,5
USR_0012,3zPaMD0hfE7wvmIQXcR8MO,26,5
USR_0012,5ARHCNhS292SadtPVj3PWr,33,5
USR_0013,1OTfW6rM7GobbtAjaPNAaP,30,5
USR_0013,28ON8KSdBxemV0XTDDxm95,12,5
USR_0013,69HVhc2fBqyehOSrRBHVpM,7,4
USR_0013,2I25Q6yyZDRloHtrblh4eu,1,3
USR_0013,7r18eYzJtSYKPsVOhacXhh,5,4
USR_0013,6HMDY8Ku2RKap6f0TmSeZC,1,2
USR_0013,5EMKS6mLi4JprJxy8IGdhT,1,2
USR_0013,1PlMX7rVYXSLELz0d3Ddhi,17,5
USR_0013,3lWwsRSWeSTXUBTJeuRPPg,6,3
USR_0013,3ikWUJso9QP3frQKgBM03p,14,4
USR_0013,4g5IWycTaExrzYZFynV9vs,3,3
USR_0013,3N6UHeyGCAU18Nh0p12wH4,22,5
USR_0013,6nveVbZm9wXBoYey4Jpb3I,1,1
USR_0013,2sjJrFhDT0oP3fyCocTVyX,7,4
USR_0013,6D9UfdSQOvEm1OFEmqi8c7,11,4
USR_0013,5NQ5pXNmZFvqR2CEZ7Dfck,4,4
